,id,name,surname,birthdate,deathdate,nationality,artist,complete_name,entity_name,gender,recordLabels,instruments
2122,Q5661337,,Hú,1990-03-01,,CN,3iRqbMhzyOyoCkmmMRxLWR,,Hu Xia,male,,voice
2123,Q20646548,Wang Junka,Wang,1999-09-21,,CN,0rVLyv4xouX9M4GCq3VuP5,,Wang Junkai,male,,voice
2124,Q16210722,Solána Imani,Rowe,1989-11-08,,US,7tYKF4w9nC0nq9CsPZTHyP,Solána Imani Rowe,SZA,female,Q16957703,voice
2125,Q180004,Fergie Stacy Ann,Duhamel Ferguson,1975-03-27,,US,1yxSLGMDHlW21z4YXirZDS,Stacy Ann Ferguson,Fergie,female,"Q231694,Q277626,Q216364,Q1949791",voice
2126,Q185610,William,Adams,1975-03-15,,US,1yxSLGMDHlW21z4YXirZDS,William James Adams Jr.,will.i.am,male,"Q231694,Q277626,Q216364,Q1949791",keyboard instrument
2127,Q293590,Allen,,1974-11-28,,US,1yxSLGMDHlW21z4YXirZDS,,apl.de.ap,male,"Q231694,Q277626,Q216364,Q1949791","voice,singing"
2128,Q145480,,Gómez,1975-07-14,,US,1yxSLGMDHlW21z4YXirZDS,,Taboo,male,"Q231694,Q277626,Q216364,Q1949791","guitar,voice,singing"
2129,Q270364,Kim,Hill,1972-01-14,,US,1yxSLGMDHlW21z4YXirZDS,,Kim Hill,female,"Q231694,Q277626,Q216364,Q1949791",voice
2130,Q2735792,Atban,Klann,,,,1yxSLGMDHlW21z4YXirZDS,,Atban Klann,,"Q231694,Q277626,Q216364,Q1949791",
2131,Q96278502,J.,Rey Soul,,,,1yxSLGMDHlW21z4YXirZDS,,J. Rey Soul,female,"Q231694,Q277626,Q216364,Q1949791",
2132,Q23776017,Ulises,Mauro Bueno,1985-06-26,,AR,2UqRkW2wfEkZmyvKyTTv2W,,Ulises Mauro Bueno,male,,voice
2133,Q835477,Fler,,1982-04-03,,DE,75ctWsRuGXmxMxnFPkuEwA,,Fler,male,"Q393401,Q511059",voice
2134,Q1799340,Laas,Unltd.,1981-12-25,,DE,5ZDBkifba6O2TRqyzxGuoq,,Laas Unltd.,male,,
2135,43ee932c-986f-4882-b751-3c50fb7adeba,Emma,Lov Block,,,,00TKPo9MxwZ0j4ooveIxWZ,,Emma Lov Block,,,
2136,a231fcc0-38b9-46a8-a208-f1439ef5d484,Jackson Henry,Foote,,,,00TKPo9MxwZ0j4ooveIxWZ,Jackson Henry Foote,Jackson Foote,,,
2137,Q993423,Bruno,Knust,1954-09-04,,DE,7Ceg1mJmu4lAzuhQU9hQFJ,,Bruno Knust,male,,
2138,Q320190,Tremaine Aldon,Neverson,1984-11-28,,US,2iojnBLj0qIMiKPvVhLnsH,Tremaine Aldon Neverson,Trey Songz,male,Q202440,"keyboard instrument,voice"
2139,Q232015,Maite,Perroni,1983-03-09,,MX,6ModsWtBph2rE6zCTVxvZt,,Maite Perroni,female,Q21077,voice
2140,d2595eec-75c6-49d7-86b9-d6511b9f3b6e,Gloria,Martínez,,,CO,6tkyhGe9hGI3Lcfo4gVh6Z,Gloria Martínez,Goyo,,,
2141,b571f587-1c3e-4557-9f74-121034ef2553,Miguel,Martínez,1986-06-30,,CO,6tkyhGe9hGI3Lcfo4gVh6Z,Miguel Martínez,Slow Mike,,,
2142,4c9c2709-9461-4b01-b4fb-fed92a64508a,Carlos,Valencia,,,CO,6tkyhGe9hGI3Lcfo4gVh6Z,Carlos Valencia,Tostao,,,
2143,Q7013,Lena Johanna Therese,Meyer-Landrut,1991-05-23,,DE,5slpk6nu2IwwKx0EHe3GcL,,Lena Meyer-Landrut,female,Q38903,"piano,voice"
2144,Q595079,Mads,Langer,1984-01-14,,DK,028xhPwqtWva4J0MkFHY2x,,Mads Langer,male,Q641445,voice
2145,Q56401996,Juulia,,,,FI,5nqTBNYQhCac1II4CizSPe,,Juulia,female,,voice
2146,Q940080,Jel,,1978,,US,0Bm5cFUEv8FGx1wEekHj0D,,Jel,male,Q575017,sampler
2147,872dcfdc-120c-4ec6-bcd0-bbfcb0d42f63,Lord,Est,,,FI,1vZsTsBd4VNRtk9gKOeZRu,,Lord Est,,,
2148,Q4262867,Oxavia,Aldiano,1990-03-29,,ID,4crs55NFrnArSpE78rohLS,Oxavia Aldiano,Vidi Aldiano,male,,voice
2149,Q4208562,Andi,Rianto,1972-05-07,,ID,4yRVdMqPrguKBFwZYpmke0,,Andi Rianto,male,,
2150,Q18217990,Vito,Ventura,1987-12-10,,IT,1xqolkIzTFMmqgCuD48WNt,Vito Ventura,Shade,male,,
2151,Q5474649,Claudia,Nahum,1983-02-05,,IT,725KKhVCSCQbYkZBptBTfg,Claudia Nahum,Baby K,female,"Q20857261,Q330629",voice
2152,Q28536758,Andrés,Ceballos,1992-08-31,,ES,2ZWi2iA1WTeyDUTbOBHVwC,,Andrés Ceballos,male,,voice
2153,Q331731,Gary Anthony James,Webb,1958-03-08,,GB,1BRFRnWNk9SD2NaYjX9CGP,Gary Anthony James Webb,Gary Numan,male,"Q2265719,Q585643,Q126039","guitar,voice,singing,musical keyboard"
2154,Q1386535,Matti Antero Kristian,Fagerholm,1962-06-17,,FI,3RssOArRCjUYU7hI5hws7q,Matti Antero Kristian Fagerholm,Michael Monroe,male,Q6216391,"saxophone,harmonica,voice"
2155,Q1705347,Antti,Hulkko,1962-10-11,,FI,3RssOArRCjUYU7hI5hws7q,Antti Hulkko,Andy McCoy,male,Q6216391,guitar
2156,Q1132981,Jan,Stenfors,1963-02-27,,FI,3RssOArRCjUYU7hI5hws7q,,Nasty Suicide,male,Q6216391,"guitar,electric guitar"
2157,Q2530734,Sami,Takamäki,1963-09-04,,FI,3RssOArRCjUYU7hI5hws7q,Sami Takamäki,Sami Yaffa,male,Q6216391,"bass guitar,guitar"
2158,Q5604415,Gyp,Casino,1961-05-07,,SE,3RssOArRCjUYU7hI5hws7q,,Gyp Casino,male,Q6216391,
2159,Q3121666,Nicholas Charles,Dingley,1960-12-02,1984-12-09,GB,3RssOArRCjUYU7hI5hws7q,,Razzle,male,Q6216391,drum kit
2160,Q466088,Terry,Chimes,1956-07-05,,GB,3RssOArRCjUYU7hI5hws7q,,Terry Chimes,male,Q6216391,drum kit
2161,Q4357430,René,Berg,1956-02-24,2003-07-28,FI,3RssOArRCjUYU7hI5hws7q,,René Berg,male,Q6216391,guitar
2162,Q28054755,Giacomo,Voli,1985-11-03,,IT,19vvefoXzxLcivAk5dmLzq,,Giacomo Voli,male,"Q292128,Q63522180","voice,piano,guitar"
2163,Q23806108,Nico,Santos Wellenbrink,1993-01-07,,DE,5xmfXwTbTxL1CAWPIO5owA,,Nico Santos,male,,
2164,Q730108,Mark,Andrews,1978-11-09,,US,6x9QLdzo6eBZxJ1bHsDkjg,Mark Althavan Andrews,Sisqó,male,Q190585,"piano,voice"
2165,Q457652,Solarstone,,2000,,GB,1KJvuZHmkpnrjIyTLhhwpb,,Solarstone,male,,
2166,Q97275823,Wac,Toja,1994-06-12,,,5AmZdY72O0NVE0XxWdMfxv,,Wac Toja,,,
2167,Q108765603,Flip,Phone 666,,,,6r3qTvPVmBnSPN9G4dUOt0,,Flip Phone 666,female,Q108785245,
2168,Q22278278,IFANi,,1985-11-20,,ZA,2tZaBvH4Jet46VVqDYYgqR,,IFANi,male,,
2169,d562a451-7ad1-4e1f-b28b-5409e4479378,DJ,Chwiał,,,PL,4zO6WqG8mu49ek0ZDIptTk,,DJ Chwiał,,,
2170,Q432552,Lawrence Krisna,Parker,1965-08-20,,US,2gINJ8xw86xawPyGvx1bla,Lawrence Krisna Parker,KRS-One,male,"Q27184,Q749583,Q1273666",voice
2171,Q9300366,Valete,,1981-11-14,,PT,32rAgIN6jhUQYhyoKa8agj,,Valete,male,,voice
2172,Q61788429,Lamix,,1997-12-23,,,3QQwosodozp54DdCKrlAry,,Lamix,male,,
2173,Q6099015,Mehmet Yaşar,Günaçgün,1970-04-05,,TR,78XamUAUXTbaM3ytY9aBJu,,Yaşar,male,Q6047078,voice
2174,Q485771,Tarkan,Tevetoğlu,1972-10-17,,TR,2yMN0IP20GOaN6q0p0zL5k,Tarkan Tevetoğlu,Tarkan,male,"Q5629807,Q202440,Q38903",voice
2175,Q6077241,Erdem,Kınay,1978-01-06,,,4aCS0WLLZ3070ZDBOFJlHB,,Erdem Kınay,male,,
2176,Q20472312,Merve,Özbey,1988-07-18,,TR,74IYRdqa9EFKMMXUIjGyxM,,Merve Özbey,female,Q6075854,voice
2177,Q20470961,Aydın,Kurtoğlu,1983-01-24,,TR,7ymCV8co6nSwmYFEyGmVvJ,,Aydın Kurtoğlu,male,Q6075854,voice
2178,Q702855,Crowd,Lu,1985-07-15,,TW,2JBUyLiFvpFPWdZGqIGYLD,,Crowd Lu,male,"Q4828438,Q10915648","guitar,voice"
2179,Q15908468,Jiaji,Ji,1983-01-08,,TW,5qUYuf6cIHU241KxPyDMBp,,Jiajia,female,,voice
2180,e4d901a0-a646-44f8-a0e2-565d4b067133,Kye Jules,Gibbon,,,GB,4VNQWV2y1E97Eqo2D5UTjx,Kye Jules Gibbon,Foamo,,,
2181,0b9be644-24df-4be4-9865-51b9e260314d,Matthew Patrick,Robson-Scott,,,,4VNQWV2y1E97Eqo2D5UTjx,Matthew Patrick Robson-Scott,Matt Robson-Scott,,,
2182,Q48812102,Natalie,Dunn,,,,6mpxgK8EZh8VDoe6trGF0f,,Natalie Dunn,female,,voice
2183,Q47031264,Nicky,Night Time,,,AU,6mpxgK8EZh8VDoe6trGF0f,,Nicky Night Time,male,,
2184,Q552770,Olly,Murs,1984-05-14,,GB,3whuHq0yGx60atvA2RCVRW,Oliver Stanley Murs,Olly Murs,male,"Q216364,Q7659636","guitar,voice"
2185,Q55075209,Not3s,,1998-04-17,,GB,40NRiKuuhj1pgGYppptlBO,,Not3s,male,,
2186,Q458519,Olubowale,Victor Akintimehin,1984-09-21,,US,67nwj3Y5sZQLl72VNUHEYE,Olubowale Victor Akintimehin,Wale,male,"Q4732512,Q605512",voice
2187,Q18510281,Omi,,1986-09-03,,JM,5MouCg6ta7zAxsfMEbc1uh,,Omi,male,"Q2573393,Q183387",voice
2188,Q27042805,Julian,Sellmeister,1995,,AT,4PvnP3yCzrT289cX3wCdOx,Julian Sellmeister,Yung Hurn,male,,voice
2189,Q50133045,Jordy,Buijs,1989-11-04,,NL,1naX4fxuRaDFlj9tGfIUZk,,Dr Phunk,male,"Q11173360,Q25818816,Q5281128",
2190,Q54575192,João Neto,Nunes,1979-08-12,,BR,2FrLTuXGuFDzQsjKidB03W,,João Neto Nunes,male,Q38903,
2191,Q54575225,Frederico Augusto,Silva Nunes,1982-03-11,,BR,2FrLTuXGuFDzQsjKidB03W,,Frederico Augusto Silva Nunes,male,Q38903,
2192,Q4760514,Andy,Chatterley,1973-05-08,,GB,3iuucN99cGJN0RqyVAfEed,,Andy Chatterley,male,,
2193,f334147f-2a0d-460a-aef7-9b0512be8725,Richard,Schiessl,,,,3iuucN99cGJN0RqyVAfEed,,Richard Schiessl,,,
2194,Q5205393,Nelson,Díaz Martinez,1972-04-07,,PR,2ydZrTy8U3kOMOzx20s3dg,,Nelson Díaz Martinez,male,Q5462072,
2195,Q31410837,Chyno,Miranda,1984-11-15,,VE,1VrWc8r4AjrR8YfT0vlsc7,,Chyno Miranda,male,,voice
2196,Q48964824,Abderraouf,Derradji,1989-12-10,,DZ,0GgY7hjMoGDsX8ZDe2mwds,Abderraouf Derradji,Soolking,male,,voice
2197,Q4042182,Kidd,Kidd,1983-11-26,,US,7Ap8xCd7d0xon5XnkLvn4i,,Kidd Kidd,male,Q919701,
2198,Q24004791,Stefan,Forrest,1989-06-10,,DK,5UEzTewCniHHhMyLRMJmEW,,Stefan Forrest,male,,
2199,Q30916819,Stephanie,Allen,1991-12-14,,GB,2ExGrw6XpbtUAJHTLtUXUD,Stephanie Victoria Allen,Stefflon Don,female,Q155152,voice
2200,Q14850815,Markku,Wettenranta,,,FI,33jNX20zbFQbqTGKt0wsF9,,Tasis,male,Q666981,
2201,Q28653640,Tae-il,Mun,1994-06-14,,KR,7f4ignuCJhLXfZ9giKT7rH,문태일,Moon Taeil,male,"Q483938,Q1988428",voice
2202,Q47690025,Johnny,Seo,1995-02-09,,US,7f4ignuCJhLXfZ9giKT7rH,John Seo,Johnny Suh,male,"Q483938,Q1988428",voice
2203,Q26459163,Taeyong,Lee,1995-07-01,,KR,7f4ignuCJhLXfZ9giKT7rH,이태용,Lee Jaeyong,male,"Q483938,Q1988428",voice
2204,Q22773776,Yūta,Nakamoto,1995-10-26,,JP,7f4ignuCJhLXfZ9giKT7rH,,Yuta Nakamoto,male,"Q483938,Q1988428",voice
2205,Q26689987,Dong-yeong Do-yeong,Kim,1996-02-01,,KR,7f4ignuCJhLXfZ9giKT7rH,김동영,Kim Doyoung,male,"Q483938,Q1988428",voice
2206,Q26267642,Jamal,Jung,1997-02-14,,KR,7f4ignuCJhLXfZ9giKT7rH,정윤오,Jay,male,"Q483938,Q1988428",voice
2207,Q60831979,Jeong-u,Kim,1998-02-19,,KR,7f4ignuCJhLXfZ9giKT7rH,,Kim Jungwoo,male,"Q483938,Q1988428",
2208,Q26689986,Mark,Lee,1999-08-02,,CA,7f4ignuCJhLXfZ9giKT7rH,,Mark Lee,male,"Q483938,Q1988428",voice
2209,Q19730396,Haikal,,2000-06-06,,,7f4ignuCJhLXfZ9giKT7rH,,Haechan,male,"Q483938,Q1988428",
2210,Q26451151,Ten,,1996-02-27,,TH,7f4ignuCJhLXfZ9giKT7rH,,Ten,male,"Q483938,Q1988428","voice,piano"
2211,Q3806286,Francesco,,1979-02-25,,IT,6JFRI91YaCXREGQYzHSnUH,,Jake La Furia,male,"Q183412,Q3639016",voice
2212,Q7405392,Salmah,Ismail,1935-01-22,1983-04-25,MY,6RhtPXXQGPfHrVrbw6srzL,,Salmah Ismail,female,Q3629023,voice
2213,Q7633880,Sudirman,Arshad,1954-05-25,1992-02-22,MY,1HvVjPpCzFFgIo2XrDxM2x,,Sudirman Arshad,male,Q55965015,voice
2214,Q4200655,Mohamad,,1957-07-04,,MY,2O8MDsUKNHTgwoodOefHYD,,M. Nasir,male,,voice
2215,Q26266368,Hef,,1987-03-18,,NL,6I7pUQy8jUucWfc6xcT19A,,Hef,male,,voice
2216,Q9134374,Igor,Bugajczyk,1995-04-23,,PL,6QfFTZJHFSe9Xyes6DkAli,,Igor Bugajczyk,male,,
2217,Q60835978,Igor,,1999,,PL,1yq2JzsqbzFbJ1B7wGOXLc,,Young Igi,male,,
2218,Q18242599,Caroline,Hjelt,1987-11-08,,SE,1VBflYyxBhnDc9uVib98rw,,Caroline Hjelt,female,"Q202440,Q14474862",
2219,Q18243010,Aino,Jawo,1986-07-07,,,1VBflYyxBhnDc9uVib98rw,,Aino Jawo,female,"Q202440,Q14474862",
2220,Q430941,Fazıl,Say,1970-01-14,,TR,15NSFL63oPhmpXLcZHny2N,,Fazıl Say,male,,piano
2221,Q534514,Cem,Filiz,1980-11-30,,TR,2AWUCT9xtcvkjpFq1ZgpPj,Cem Filiz,Cem Adrian,male,Q6049713,voice
2222,Q6087875,Güvenç,Dağüstün,1978,,TR,2s71N4gp7Ybok1jP2TV6fr,,Güvenç Dağüstün,male,,voice
2223,Q6085915,Turgut,Uyar,1927-08-04,1985-08-22,TR,16fEBDsX5HU0deiykRIyJP,,Turgut Uyar,male,,
2224,Q23920630,Selva,Erdener,1966-02-13,,TR,1IKW9Yfrlm7ADQrPx4mqkQ,,Selva Erdener,female,,voice
2225,Q72848683,Feride,Hilal Akın,1992-06-18,,TR,2dLBhX7dIdWL6Fsk9l0n1n,,Feride Hilal Akın,female,,
2226,Q8267007,,Yan,1982-10-15,,CN,1Z7VMoFxsMu5ZbPJBq5zO8,,严艺丹,female,,voice
2227,Q5607353,Gren,,1934-06-13,2007-01-04,,6FX5FKX939Ew7IflBzKfls,,Gren,male,,
2228,Q2728860,Franz,Stahl,1962-10-30,,US,7jy3rLJdDQY21OgRLCZ9sD,,Franz Stahl,male,"Q202585,Q193023,Q55632006",guitar
2229,Q12006,David Eric,Grohl,1969-01-14,,US,7jy3rLJdDQY21OgRLCZ9sD,David Eric Grohl,Dave Grohl,male,"Q202585,Q193023,Q55632006","guitar,voice,drum kit"
2230,Q447720,William,Goldsmith,1972-07-04,,US,7jy3rLJdDQY21OgRLCZ9sD,,William Goldsmith,male,"Q202585,Q193023,Q55632006",drum kit
2231,Q345294,Nathan Gregor,Mendel,1968-12-02,,US,7jy3rLJdDQY21OgRLCZ9sD,Nathan Gregor Mendel,Nate Mendel,male,"Q202585,Q193023,Q55632006","bass guitar,guitar"
2232,Q353973,Pat,Smear,1959-08-05,,US,7jy3rLJdDQY21OgRLCZ9sD,,Pat Smear,male,"Q202585,Q193023,Q55632006",guitar
2233,Q312395,Oliver Taylor,Hawkins,1972-02-17,,US,7jy3rLJdDQY21OgRLCZ9sD,Oliver Taylor Hawkins,Taylor Hawkins,male,"Q202585,Q193023,Q55632006",drum kit
2234,Q269624,Christopher Aubrey,Shiflett,1971-05-06,,US,7jy3rLJdDQY21OgRLCZ9sD,Christopher Aubrey Shiflett,Chris Shiflett,male,"Q202585,Q193023,Q55632006",guitar
2235,Q3073165,Rami,Jaffee,1969-03-11,,US,7jy3rLJdDQY21OgRLCZ9sD,,Rami Jaffee,male,"Q202585,Q193023,Q55632006",Hammond organ
2236,Q62129187,Isabel,de la Calle,1875,1957,ES,5YrBL6QmqRYTvr52b0IOT3,,Isabel de la Calle,female,,
2237,e98778f4-ad4b-48a2-b8bb-20e5540ea4d9,Marcel,Stephan,1990,,DE,7KAGJwWQQui8b0uqwXRkSr,,Marcel Stephan,,,
2238,e8673088-9aff-48c1-96bc-1c05d16280d2,Nico,Wendel,1984,,DE,7KAGJwWQQui8b0uqwXRkSr,,Nico Wendel,,,
2239,Q228733,Lea,Michele,1986-08-29,,US,5Yo5iU2nf4H41waPl4ZnS1,Lea Michele Sarfati,Lea Michele,female,Q183387,voice
2240,Q484874,Benjamin Hammond,Haggerty,1983-06-19,,US,3JhNCzhSMTxs9WLGJJxWOY,Benjamin Hammond Haggerty,Macklemore,male,,
2241,Q233750,Skylar,Grey,1986-02-23,,US,4utLUGcTvOJFr6aqIJtYWV,,Skylar Grey,female,Q231694,"guitar,piano,voice"
2242,Q2190068,Wout,Van Dessel,1974-10-19,,BE,1i9NxPRrKcoW34XTMnvzJy,,Wout Van Dessel,male,,keyboard instrument
2243,Q297831,William,Roberts Ross,1976-01-28,,US,1sBkRIssrMs1AbVkOJbc7a,William Leonard Roberts II,Rick Ross,male,"Q605512,Q654283,Q798658,Q216364,Q1081874,Q2282920,Q202440,Q7630543,Q5251049",voice
2244,Q2043746,PA,Sports,1990-04-01,,DE,2qMezKrAKRh2Z2uR3fCqHt,,PA Sports,male,,voice
2245,Q189226,Amanda Michelle,Seyfried,1985-12-03,,US,1vkYQMWQrfBzvXrMCwe50Y,Amanda Michelle Seyfried,Amanda Seyfried,female,,voice
2246,f4b44ae5-cd64-4c0e-8a49-44bd85907f0f,Joseph Julian,Depace,,,,6t1gpxYbY8OlLA7D2RiikQ,Joseph Julian Depace,Joe De Pace,,,
2247,70721836-8fc3-4794-b9ab-9709545d8ccd,Andrew,Fedyk,,,CA,6t1gpxYbY8OlLA7D2RiikQ,,Andrew Fedyk,,,
2248,Q28933211,Ana,Mena,1997-02-25,,ES,6k8mwkKJKKjBILo7ypBspl,,Ana Mena,female,Q56760250,voice
2249,Q330316,Abraham,Mateo,1998-08-25,,ES,2bxxlINUlcMQQb39K7IopR,Abraham Mateo Chamorro,Abraham Mateo,male,Q330629,voice
2250,Q54913732,Christian,Daniel,1984,,US,2fC8dVxeS2bsfIDvFj1M4V,,Christian Daniel,male,,
2251,Q27804532,Zak,Abel,1995-03-01,,GB,6Gk5hoM7eW8NSCYhICMDHw,,Zak Abel,male,Q202440,
2252,Q98077817,Pasi,,,,,5Ptz1xkszwS7JBksmx8gMt,,Pasi,,,
2253,Q98077830,Anssi,,,,,5Ptz1xkszwS7JBksmx8gMt,,Anssi,,,
2254,Q42715516,Florian,Ordonez,1993-01-22,,FR,5mmEMfYChd6MImBagU7zCs,Florian Ordoñez,Bigflo,male,Q155152,
2255,Q42715528,Olívio,Ordonez,1996-04-19,,FR,5mmEMfYChd6MImBagU7zCs,Olivio Ordoñez,Oli,male,Q155152,
2256,Q18390410,Maxence,Boitez,1990-10-16,,FR,4TGltjqP0MQxdGeSIrM4es,Maxence Boitez,Ridsa,male,Q3565108,voice
2257,Q3201706,Samir,,1981-05-02,,DZ,7kyIBL1EYouLqC8vw7IOui,,L'Algérino,male,Q20723082,
2258,Q762906,Didier,Morville,1967-10-27,,FR,5q3WViYe7mEvzU9CY6lixh,Didier Morville,JoeyStarr,male,Q216364,"drum kit,singing"
2259,87834a4c-ce90-453d-a8dd-f29a338345e1,Jason,Boland,,,IE,4BxCuXFJrSWGi1KHcVqaU4,,Jason Boland,,,
2260,e1d96f21-2bde-4beb-b218-75fd406629cb,Steve,Garrigan,,,,4BxCuXFJrSWGi1KHcVqaU4,,Steve Garrigan,,,
2261,7ad4d70d-4be4-426f-87dd-56175cd6a582,Vincent Thomas,May,,,,4BxCuXFJrSWGi1KHcVqaU4,"Vincent Thomas May, Jr.","Vinny May, Jr.",,,
2262,98bb860e-d9b1-43a0-8b8c-41d439fe83ac,Mark,Prendergast,1989-01-16,,,4BxCuXFJrSWGi1KHcVqaU4,,Mark Prendergast,,,
2263,Q105769936,Daniel,Gómez Carrero,1990-02-12,,ES,4nXXIxTneJksvGXrlmX8oA,Daniel Gómez Carrero,Kaydy Cain,male,,
2264,Q3979547,Alessandro,Merli,1973-10-04,,IT,76UCIJTB0jcJvBaL0CdIqx,,Takagi,male,,
2265,Q18686185,Lorenzo,Fragola,1995-04-26,,IT,0tTS475qIqv3KXYZMXjsYy,,Lorenzo Fragola,male,Q3001888,"voice,piano,guitar"
2266,Q3058202,P.,Ramlee,1929-03-22,1973-05-29,MY,7vgBEzAtjH9f1IbbqeRnwi,,P. Ramlee,male,,
2267,Q12688676,Junainah,M. Amin,1954,,,16Bu8Tl5T3n6QxlkQEmmmg,,Junainah M. Amin,female,,voice
2268,Q12701617,Rafeah,Buang,1948,2002-07-24,MY,4NnBbi48c3iFGh39L4jELO,,Rafeah Buang,female,,
2269,Q16734860,Rahimah,Rahim,1955-12-09,,SG,7H2gOfWDAVINu72BGZctLn,,Rahimah Rahim,female,,voice
2270,Q12486676,Intan,Ayu Purnama,1985-01-16,,ID,3D4uyEk5z3Ko3kwREUNsUt,,Intan Ayu Purnama,female,,
2271,Q12702497,Sanisah,Huri,1952,,SG,57uWnv67tvDbc2QIXt1L62,,Sanisah Huri,female,,
2272,Q21479694,Bokoesam,,1992-11-17,,NL,2NFWbreVmIEJG0iqIvLDOI,,Bokoesam,male,,voice
2273,Q61780152,Jordan,Jacott,1994-03-14,,NL,6OQggpm01CmAB717TKtDCr,Jordan Jacott,Dopebwoy,male,,
2274,Q54591992,Nico,,,,,0awl5piYwO0CDTHEkCjUhn,,Nico,male,Q843402,
2275,Q54592027,Vinz,,,,,0awl5piYwO0CDTHEkCjUhn,,Vinz,male,Q843402,
2276,Q552529,Ted Ambjörn,Gärdestad,1956-02-18,1997-06-22,SE,6zpub6jbY6CdrcqQsDq8P4,,Ted Gärdestad,male,Q1358159,"piano,voice"
2277,Q312801,Per Håkan,Gessle,1959-01-12,,SE,0FINyNBXqnTlRC4dvpSeSb,Per Håkan Gessle,Per Gessle,male,Q55965015,"guitar,harmonica,voice"
2278,Q16633348,Mats,Persson,1959-02-26,,SE,0FINyNBXqnTlRC4dvpSeSb,,Mats Persson,male,Q55965015,guitar
2279,Q5803208,Anders,Herrlin,1961-09-17,,SE,0FINyNBXqnTlRC4dvpSeSb,,Anders Herrlin,male,Q55965015,
2280,Q5745356,Göran,Fritzson,1962-04-21,,SE,0FINyNBXqnTlRC4dvpSeSb,,Göran Fritzson,male,Q55965015,organ
2281,Q5555538,Jan Michael,Andersson,1961-03-12,,SE,0FINyNBXqnTlRC4dvpSeSb,Jan Michael Andersson,Micke ”Syd” Andersson,male,Q55965015,
2282,Q19611078,Edis,Görgülü,1990-11-28,,TR,1AM52XHXnWAEqnQwpxTLWm,Edis Görgülü,Edis Görgülü,male,Q6075854,voice
2283,Q463541,Bengü,Kelleci,1979-04-02,,TR,6wxh9aTFgTS4OiyYlnQBq6,Bengü Kelleci,Bengü,female,Q6056226,voice
2284,Q2404590,Khalil Dàtóng,Fang,1983-07-14,,US,1YrtUPrWcPfgdl9BaD9nhd,,Khalil Fong,male,Q21077,"guitar,voice"
2285,Q5364900,Ellen,Lu,1986-03-27,2018-08-05,CA,3fzkQF4hAwDkHQhzp5G2uC,,Ellen Joyce Loo,female,,voice
2286,Q167635,Tyler Gregory,Okonma,1991-03-06,,US,4V8LLVI7PbaPR0K2TGSxFF,Tyler Gregory Okonma,"Tyler, the Creator",male,"Q1123947,Q183387,Q6349262,Q56760250,Q7276307","voice,piano,guitar,drum kit"
2287,Q504641,Steven Norman,Lackritz,1934-07-23,2004-06-04,US,57vWImR43h4CaDao012Ofp,Steven Norman Lackritz,Steve Lacy,male,"Q797231,Q837222,Q1275949","saxophone,soprano saxophone"
2288,Q277976,Alain,Macklovitch,1982-03-30,,CA,3TaUSUXn41GixL7zbvrIDt,Alain Macklovitch,A-Trak,male,Q5465592,voice
2289,Q21622122,Maren Larae,Morris,1990-04-10,,US,6WY7D3jk8zTrHtmkqqo5GI,Maren Larae Morris,Maren Morris,female,"Q7562503,Q183387,Q330629","guitar,voice"
2290,Q17016749,Willy,William,1981-04-14,,MU,4RSyJzf7ef6Iu2rnLdabNq,,Willy William,male,Q3392091,
2291,Q3076050,YG,,1990-03-09,,US,0A0FS04o6zMoto8OKPsDwY,,YG,male,"Q654283,Q5014560,Q231694",voice
2292,Q168633,Quincy Matthew,Hanley,1986-10-26,,US,5IcR3N7QB1j6KBL8eImZ8m,Quincy Matthew Hanley,ScHoolboy Q,male,"Q16957703,Q231694",voice
2293,Q55638159,Yungen,,1992-02-01,,,3ijd7T9kkzgvfx1az6Z3wj,,Yungen,male,,
2294,Q42300439,Larry,Kiala,1996-04-12,,GB,5AbLpsnTQVNB3OEadYiVrK,,Yxng Bane,male,,voice
2295,Q44399,Boris,Daenen,1989-03-22,,BE,5TgQ66WuWkoQ2xYxaSTnVP,,Netsky,male,"Q1630451,Q330629",
2296,Q60935845,Josh,Cumbee,,,US,5deoijipwIdBiA27rEj14E,,Josh Cumbee,male,,voice
2297,Q61059222,Aleksandr,Oscar,1998-08-05,,DK,7ypOZKaKGrCf3V6pOuaXiM,,Alexander Oscar,male,,
2298,Q47634586,Hugo,Helmig,1998-07-24,,DK,27eEve8Mu7Zv8DGDIz4peE,,Hugo Helmig,male,,
2299,Q11864291,Ideaali,,1986-04-08,,FI,6wBW7sVv3o1EdGWLvgfLjd,,Ideaali,male,,
2300,Q2142661,Le,Rat Luciano,1976-04-21,,FR,5QuZ9HdvnXcX8kEG782Phv,,Le Rat Luciano,male,Q56760250,"voice,singing"
2301,Q12470708,Adera,,1986-01-06,,ID,5puPe9ODwSfnmqy5cx90TC,,Adera,male,Q19729579,voice
2302,Q26972358,Luchè,,1981-01-07,,IT,3yiEJ9SByXZMXTwaKdVFN4,,Luchè,male,,voice
2303,Q3675462,Amadeo,Preziosi,1816-12-02,1882-09-27,MT,7r9k0d7uURPaucWBl9pMwu,Aloysius-Rosarius-Amadeus-Raymundus-Andreas,Amedeo Preziosi,male,,
2304,Q3726452,Enzo,Avitabile,1955-03-01,,IT,3Q4phRnS8Pcq8s5FRA1aIO,,Enzo Avitabile,male,,saxophone
